,达人,粉丝数,销售额,销售量,商品数,观看人次,人次峰值,地区
5896,果真棒生鲜,103073,38636.3,453,22,28676,190,辽宁省
5897,聪哥美食水饺,24281,38622.97,2055,5,275521,3495,辽宁省
5898,阜新蒙古族自治县十家子镇美奇珠宝玉石店,38145,38608.0,202,39,10898,197,辽宁省
5899,晓明 【排雷班】,120770,38458.83,936,103,13009,61,辽宁省
5900,古田森女装牛仔裤(沈阳直播间),96787,38431.0,238,39,16345,124,辽宁省
5901,凯格优品,28259,38428.9,1360,95,17198,569,辽宁省
5902,百盛购物中心-每天11:00开播,675650,38398.0,58,52,34199,478,辽宁省
5903,铭姐箱包,209693,38382.7,240,12,21017,116,辽宁省
5904,杏仁儿的幼师妈妈,91153,38368.11,495,31,6706,85,辽宁省
5905,吉祥如意呀,220579,38367.61,871,28,60430,2810,辽宁省
5906,胖琪琪欧韩时尚大码女装,282606,38346.11,384,63,20152,139,辽宁省
5907,佟二堡大美家服饰,148739,38181.93,9,1,7875,46,辽宁省
5908,丽云家大码时尚服饰,122812,38138.0,1171,39,49098,1039,辽宁省
5909,咯咯哒,22120,38137.2,1044,8,18273,431,辽宁省
5910,一直都在低卡博士,145305,38136.76,1816,32,20278,103,辽宁省
5911,大春天女装（春款大量上新）,89922,38126.0,254,60,14969,162,辽宁省
5912,大新电路,625455,38105.0,123,5,21533,646,辽宁省
5913,杏仁儿的幼师妈妈,91153,38044.96,443,24,9333,133,辽宁省
5914,珍百年官方旗舰店,884,38024.71,91,9,363,5,辽宁省
5915,金大姐大码服装店,863490,38012.38,373,62,13758,58,辽宁省
5916,尚凡推荐官,363129,38012.0,128,21,24964,148,辽宁省
5917,昌发优选,92400,37997.11,1864,19,55590,1401,辽宁省
5918,奉绣行,4497,37995.0,5,5,1194,16,辽宁省
5919,大肥弟媳妇,30572,37986.9,155,17,11446,139,辽宁省
5920,BRICKHOUSE,15190,37877.5,15,67,2160,31,辽宁省
5921,八家大小牛❤️,51349,37857.9,701,23,21936,220,辽宁省
5922,FILA斐乐服饰旗舰店,42757,37842.0,64,59,18375,64,辽宁省
5923,海城市西柳镇胖哆哆大码服装商行,48087,37781.7,572,44,65339,513,辽宁省
5924,艾伊时尚定制,38674,37689.2,254,20,59518,45,辽宁省
5925,大维大码女装批发商行,627959,37678.21,424,59,34474,119,辽宁省
5926,静姐大码女装,452895,37660.71,389,83,9785,30,辽宁省
5927,宝金丽大码女装商行,125380,37608.77,364,72,15430,147,辽宁省
5928,于老五夫妻(只减了160斤),141089,37577.75,1139,58,11384,569,辽宁省
5929,胖大点大码女装,44559,37446.5,716,49,42286,223,辽宁省
5930,胖多鱼服饰,146593,37392.0,496,67,40612,686,辽宁省
5931,灯塔市佟二堡胖姐服装2,37051,37389.0,11,7,4339,40,辽宁省
5932,大连元丰供应链,130901,37331.5,1632,58,31534,193,辽宁省
5933,FILA斐乐环球概念店,38514,37325.0,94,87,18585,103,辽宁省
5934,柚子毛衣服饰,84525,37305.87,1199,18,29525,619,辽宁省
5935,小包子,1853743,37173.05,713,4,33677,1474,辽宁省
5936,小叶仙茶叶［奥莱茶仓储］,21536,37077.3,528,31,7440,129,辽宁省
5937,粘人的可可,55634,37042.59,1016,101,9537,63,辽宁省
5938,流云小哥儿（鸡爪哥）,171421,36895.64,599,35,8626,44,辽宁省
5939,邢大运零食折扣仓,229967,36840.11,2253,61,17722,135,辽宁省
5940,星动袜子袜业,1015459,36835.05,1413,47,29845,692,辽宁省
5941,凯伦煜龙家居,382581,36825.93,151,112,24794,611,辽宁省
5942,灯塔市佟二堡胖姐服装2,37051,36785.0,15,7,9094,76,辽宁省
5943,胖大点大码女装,44559,36784.9,657,45,45120,182,辽宁省
5944,婷阳禄家纺,45661,36737.0,212,62,13516,170,辽宁省
5945,丫丫轻奢女装,29888,36706.9,382,29,53981,106,辽宁省
5946,美爸（商行）,99554,36683.92,1306,71,35117,1553,辽宁省
5947,沈阳小园子 天天上新,370921,36632.68,428,14,35250,943,辽宁省
5948,米琪家,10128,36614.38,759,60,8619,89,辽宁省
5949,贾虚胖,447364,36582.8,372,22,38681,1056,辽宁省
5950,沈阳旭亮,535664,36574.0,120,25,18030,511,辽宁省
5951,闺蜜精品服饰,379941,36483.9,282,54,25790,138,辽宁省
5952,闺蜜精品服饰,379941,36444.6,325,50,20599,126,辽宁省
5953,康溪盛世禹龙海,703257,36427.5,30,43,117612,4744,辽宁省
5954,峰哥精品男装,34657,36391.0,102,63,66391,220,辽宁省
5955,灯塔市佟二堡胖姐服装2,37051,36386.0,14,7,3887,39,辽宁省
5956,多宝宠物用品,33599,36384.78,415,69,3460,15,辽宁省
5957,大连亚美服饰,79881,36318.0,251,26,19300,100,辽宁省
5958,董二胖海参优选,28835,36304.0,36,7,4003,55,辽宁省
5959,芯婷奢侈品,2300,36197.0,23,53,4662,83,辽宁省
5960,白总名表,12930,36170.0,27,15,4372,178,辽宁省
5961,艾尚琳姐服装商行,289495,36165.31,330,51,20691,144,辽宁省
5962,寻羊书店,434256,36101.26,1641,82,20602,783,辽宁省
5963,PP原创,118814,36049.0,108,57,7985,56,辽宁省
5964,大宁折扣仓,6068,35985.3,955,92,20608,160,辽宁省
5965,乔乔妈水果,64879,35983.9,919,55,9956,470,辽宁省
5966,水王李大海,653831,35974.04,640,56,20669,334,辽宁省
5967,金大姐大码服装店,863490,35961.89,331,73,13484,60,辽宁省
5968,仙芬娜原创设计,119032,35958.82,39,47,13223,80,辽宁省
5969,国潮男装穿搭,17337,35937.0,363,15,27268,68,辽宁省
5970,米屋-日淘杂货铺2号店,35658,35931.3,808,213,17119,389,辽宁省
5971,阳晓阳女装店,163170,35908.9,260,43,23059,162,辽宁省
5972,鸿晰丝巾围巾,68300,35861.3,887,6,60102,5065,辽宁省
5973,FILA斐乐环球概念店,38514,35847.0,83,87,19206,111,辽宁省
5974,小脆儿,233131,35819.8,457,50,24258,579,辽宁省
5975,佟二堡大美家服饰,148739,35818.65,11,1,8845,42,辽宁省
5976,盘锦姐妹名店,674410,35818.0,230,37,25872,1186,辽宁省
5977,81年的葛大叔,1400559,35799.0,5,44,58953,640,辽宁省
5978,沈阳市五爱服装城刘雪锋服装,238528,35743.0,227,45,7257,15,辽宁省
5979,🐟一只大美娜🐟,2026782,35622.0,459,2,497231,40283,辽宁省
5980,艾尚琳姐服装商行,289495,35589.19,314,40,15770,128,辽宁省
5981,百盛购物中心-每天11:00开播,675650,35584.0,66,61,30022,210,辽宁省
5982,八家子李金龙【果到达】,159858,35450.45,686,29,18943,209,辽宁省
5983,东木电脑,22192,35444.0,6,21,1668,26,辽宁省
5984,潮秀儿大码女装,147733,35415.5,744,40,45484,135,辽宁省
5985,VIVIT精品男裤工厂店,69892,35396.0,207,20,19035,42,辽宁省
5986,一伊佳人,20374,35395.4,265,52,14728,60,辽宁省
5987,云墨轩书画院（老张）,93753,35377.6,69,42,6057,184,辽宁省
5988,二菲家,14541,35368.47,723,102,3201,16,辽宁省
5989,大连亚美服饰,79881,35361.7,180,33,17797,79,辽宁省
5990,衣璇儿,110618,35324.43,377,52,28349,521,辽宁省
5991,芯婷奢侈品,2300,35284.0,6,52,1833,52,辽宁省
5992,寻羊书店,434256,35281.62,917,87,23452,723,辽宁省
5993,佑希潮牌童装工作室,5818,35212.42,591,13,14766,217,辽宁省
5994,可以叫我nina,178307,468951.32,1351,18,37497,897,吉林省
5995,可以叫我nina,178307,339797.78,758,25,38023,519,吉林省
5996,子茵妈妈,438891,265737.39,7328,102,52138,1327,吉林省
5997,棉袜工厂轻奢品,383767,248993.78,15479,62,287642,2865,吉林省
5998,子茵妈妈,438891,234390.35,7519,99,39442,2044,吉林省
5999,@亿洋,74086,223089.28,4380,35,94366,1197,吉林省
6000,棉袜工厂轻奢品,383767,216430.27,13452,62,401173,3580,吉林省
6001,娜姐助人为乐信息咨询工作室,170359,204914.0,1498,3,105378,5213,吉林省
6002,@亿洋,74086,200940.12,4054,38,84209,1415,吉林省
6003,牛少爷欢乐多,5244543,200379.0,2489,10,130920,3299,吉林省
6004,可以叫我nina,178307,194871.6,705,13,30227,1006,吉林省
6005,牛少爷欢乐多,5244543,193981.89,2144,34,158141,2758,吉林省
6006,可以叫我nina,178307,191641.0,749,16,21717,685,吉林省
6007,成人星宝妈,27908,180891.41,6521,87,16657,346,吉林省
6008,成人星宝妈,27908,179512.53,5662,91,21370,361,吉林省
6009,季微食品（中午12:00准时开播）,2405052,177277.37,5234,36,203198,1320,吉林省
6010,棉袜工厂轻奢品,383767,174938.95,10824,63,237598,6208,吉林省
6011,时老妹优选特产,129477,170958.09,2347,16,72549,2026,吉林省
6012,时老妹优选特产,129477,167753.89,1814,45,42755,1044,吉林省
6013,大爽子瘦了五十斤,1576185,159082.8,4578,57,63601,1744,吉林省
6014,成人星宝妈,27908,157377.67,5355,88,11723,197,吉林省
6015,万万时装秀,785669,156308.3,887,64,95722,171,吉林省
6016,子茵妈妈,438891,155281.11,5011,102,46127,1353,吉林省
6017,静海女人装,155431,146813.53,1290,52,86153,1343,吉林省
6018,渠道四季贸易,120424,145113.76,887,99,43848,159,吉林省
6019,大爽子瘦了五十斤,1576185,144889.11,4474,55,62775,2140,吉林省
6020,兰山区五丰佳商贸店,40265,139499.1,1409,4,56950,634,吉林省
6021,大爽子瘦了五十斤,1576185,138839.22,4174,56,62041,1829,吉林省
6022,渠道四季贸易,120424,137555.92,915,98,35231,339,吉林省
6023,大爽子瘦了五十斤,1576185,137533.25,3767,56,58459,1597,吉林省
6024,渠道四季贸易,120424,137020.43,843,99,36070,151,吉林省
6025,@亿洋,74086,135568.83,3053,37,66609,1149,吉林省
6026,万万时装秀,785669,134010.6,780,32,88441,201,吉林省
6027,东北纯棉袜,771754,131172.74,7718,27,168313,4549,吉林省
6028,牛少爷欢乐多,5244543,130653.37,1773,92,88550,1709,吉林省
6029,大爽子瘦了五十斤,1576185,130556.8,3908,58,58585,1577,吉林省
6030,东北纯棉袜,771754,128028.28,7549,27,186418,3046,吉林省
6031,苏泊尔家用电器旗舰店,305058,125859.9,870,46,120222,503,吉林省
6032,子茵妈妈,438891,122621.88,3537,101,45382,1359,吉林省
6033,万万时装秀,785669,122343.0,697,31,64021,132,吉林省
6034,小马红的日常,813731,118415.04,3963,43,198391,4927,吉林省
6035,大馒头✌️（好好妈）,143389,118181.6,712,10,38146,180,吉林省
6036,时老妹优选特产,129477,114742.09,1187,31,40305,1420,吉林省
6037,兰山区五丰佳商贸店,40265,112316.1,1139,4,44175,498,吉林省
6038,金麦科技优品,868175,109641.8,1162,8,33949,901,吉林省
6039,万万时装秀,785669,109473.0,727,30,64667,107,吉林省
6040,长白山特产早上7点直播🍃,232678,107745.89,610,18,46645,2388,吉林省
6041,成人星宝妈,27908,107709.59,3738,87,17249,402,吉林省
6042,静海女人装,155431,107402.0,998,58,54993,902,吉林省
6043,妈妈不是匹诺曹小管家,36800,106637.04,597,92,9724,180,吉林省
6044,牛少爷欢乐多,5244543,105754.4,1148,5,82981,2071,吉林省
6045,金麦科技优品,868175,104393.6,1132,8,42314,962,吉林省
6046,牛少爷欢乐多,5244543,103441.33,1327,95,85552,1687,吉林省
6047,姐妹花【长白山特产】七点直播,167501,101409.64,802,62,38302,1105,吉林省
6048,苏泊尔家用电器旗舰店,305058,101392.12,667,42,105518,475,吉林省
6049,朱大胆儿,3433177,100253.0,3841,21,212807,4599,吉林省
6050,牛少爷欢乐多,5244543,99416.76,1209,96,61807,1697,吉林省
6051,东北纯棉袜,771754,98640.59,5752,27,166661,3998,吉林省
6052,子茵妈妈,438891,98407.06,3313,98,30961,770,吉林省
6053,金麦科技优品,868175,97636.6,1094,8,37864,953,吉林省
6054,渠道四季贸易,120424,95550.07,612,99,30510,184,吉林省
6055,子茵妈妈,438891,94512.16,2956,97,33731,1278,吉林省
6056,小马红的日常,813731,91236.16,2561,40,176712,4939,吉林省
6057,姐妹花【长白山特产】七点直播,167501,91050.48,710,62,34576,969,吉林省
6058,万万时装秀,785669,90122.0,598,30,55494,82,吉林省
6059,裴多多,114361,89135.31,2551,29,289694,3757,吉林省
6060,苏泊尔家用电器旗舰店,305058,88728.67,708,43,110253,499,吉林省
6061,小马红的日常,813731,87136.12,2480,39,127176,3595,吉林省
6062,万万时装秀,785669,86717.0,593,30,60340,94,吉林省
6063,王柯基,121625,86184.93,1276,93,14491,738,吉林省
6064,静海女人装,155431,85351.0,809,56,75394,1303,吉林省
6065,富禹水果优选,23755,84215.4,650,37,113718,1149,吉林省
6066,东北划拉哥他妹夫,716214,82799.46,2775,36,131518,3759,吉林省
6067,苏泊尔家用电器旗舰店,305058,82004.96,593,40,84738,503,吉林省
6068,牛少爷欢乐多,5244543,81438.0,863,6,71905,1862,吉林省
6069,苏泊尔家用电器旗舰店,305058,80972.27,474,41,86702,226,吉林省
6070,东北纯棉袜,771754,79207.71,4620,31,219818,2289,吉林省
6071,棉袜工厂轻奢品,383767,77681.28,4815,63,109485,1576,吉林省
6072,金麦科技优品,868175,77439.0,811,8,31909,870,吉林省
6073,渠道四季贸易,120424,77433.33,471,100,22591,176,吉林省
6074,苏泊尔家用电器旗舰店,305058,77292.77,369,36,21624,561,吉林省
6075,兰山区五丰佳商贸店,40265,77032.4,777,5,36622,580,吉林省
6076,静海女人装,155431,76778.51,740,58,39728,749,吉林省
6077,苏泊尔家用电器旗舰店,305058,75923.87,583,41,123839,949,吉林省
6078,松原南姐名品服装店,278555,75455.0,705,40,22052,66,吉林省
6079,文文美学课堂,2215441,74382.6,777,24,36917,1365,吉林省
6080,小韩老师爱乒乓,164396,74063.11,328,20,22437,1333,吉林省
6081,棉袜工厂轻奢品,383767,73517.05,4573,64,115805,2996,吉林省
6082,时老妹优选特产,129477,73515.47,746,45,27981,536,吉林省
6083,贴心小棉袜,16711,73094.58,4301,40,213024,2721,吉林省
6084,王柯基,121625,72016.15,1681,97,14950,747,吉林省
6085,金麦科技优品,868175,71470.4,742,8,27494,660,吉林省
6086,塘锌,1560,71426.52,3725,100,1149,38,吉林省
6087,小马红的日常,813731,69842.71,2124,43,88124,3655,吉林省
6088,大大私服定制,37466,69281.5,1385,47,80425,738,吉林省
6089,小马红的日常,813731,65889.37,2051,41,116470,3509,吉林省
6090,尺速潮男服装店,182634,64782.18,286,70,35711,867,吉林省
6091,东子特产(晚上6点直播),42822,64565.61,318,28,16504,827,吉林省
6092,东北划拉哥他妹夫,716214,64112.44,2003,36,131257,4185,吉林省
6093,文文美学课堂,2215441,63703.4,531,23,36641,2987,吉林省
6094,金麦科技优品,868175,62969.8,665,8,24358,633,吉林省
6095,老王啊老王,280639,62760.81,2452,25,16314,39,吉林省
6096,金麦科技优品,868175,62746.5,670,8,31713,1138,吉林省
6097,惠普HP摩星美图专卖店,4307,61409.2,68,12,12262,41,吉林省
6098,时老妹优选特产,129477,61320.24,746,46,31073,625,吉林省
6099,尺速潮男服装店,182634,61273.4,267,52,29321,52,吉林省
6100,牛少爷欢乐多,5244543,61086.8,967,7,41503,1780,吉林省
6101,牛少爷欢乐多,5244543,60709.3,796,10,52924,1881,吉林省
6102,大码曼力（周2周6晚8点啵）,392151,58965.94,547,35,29142,1240,吉林省
6103,静海女人装,155431,58645.0,565,57,45253,976,吉林省
6104,修 正时通腋露研究室,27848,57855.1,294,2,7847,103,吉林省
6105,渠道四季贸易,120424,57038.76,385,100,16060,123,吉林省
6106,富禹水果优选,23755,57034.3,425,32,81053,1351,吉林省
6107,棉袜工厂轻奢品,383767,56561.25,3513,64,108406,1368,吉林省
6108,尺速潮男服装店,182634,56475.5,245,50,28712,62,吉林省
6109,妈妈不是匹诺曹小管家,36800,56320.35,353,68,9114,166,吉林省
6110,王柯基,121625,56077.51,1915,91,11928,563,吉林省
6111,文文美学课堂,2215441,55676.8,503,24,39275,3020,吉林省
6112,姐妹花【长白山特产】七点直播,167501,55478.26,525,62,27761,922,吉林省
6113,老王啊老王,280639,55025.58,2197,24,11258,49,吉林省
6114,富禹水果优选,23755,54912.7,421,29,102049,1101,吉林省
6115,静海女人装,155431,54784.0,516,50,40604,748,吉林省
6116,尺速潮男服装店,182634,54362.6,234,61,29400,76,吉林省
6117,王柯基,121625,54330.55,996,91,11608,583,吉林省
6118,松原南姐名品服装店,278555,54315.0,515,47,19491,61,吉林省
6119,朱大胆儿,3433177,53658.57,1738,20,107497,3327,吉林省
6120,妈妈不是匹诺曹小管家,36800,53595.71,479,92,13409,240,吉林省
6121,郝姐水饺分享,662909,53563.71,1981,57,58302,1439,吉林省
6122,东北农村小雪,384232,53106.54,2205,89,25140,841,吉林省
6123,影宝麻麻,407974,52120.28,630,71,38239,95,吉林省
6124,王柯基,121625,51808.95,996,96,11345,512,吉林省
6125,我叫李艳霞,1161005,51635.8,1114,50,58597,1155,吉林省
6126,仁和匠心护肤优品,2554,51003.33,1078,128,2350,7,吉林省
6127,文文美学课堂,2215441,50927.75,547,24,35299,1315,吉林省
6128,拾桔袜业,267686,50276.21,2937,45,152871,2485,吉林省
6129,西铁城瑞隆专卖店,140131,50265.0,16,51,25213,80,吉林省
6130,东北纯棉袜,771754,49107.75,2887,27,69159,2148,吉林省
6131,东北纯棉袜,771754,48664.73,2851,31,152735,2279,吉林省
6132,妈妈不是匹诺曹小管家,36800,48382.77,399,68,11963,209,吉林省
6133,松原南姐名品服装店,278555,47616.0,454,50,17849,75,吉林省
6134,阿满食品,12090,47021.78,359,5,46489,221,吉林省
6135,张元雅（每天直播送福利）,124567,46421.56,193,33,31112,205,吉林省
6136,松原南姐名品服装店,278555,45988.0,442,49,14637,47,吉林省
6137,东北纯棉袜,771754,45786.57,2687,27,86722,2085,吉林省
6138,牛少爷欢乐多,5244543,45769.5,726,9,42685,2002,吉林省
6139,季微食品（中午12:00准时开播）,2405052,45568.78,1255,32,87746,860,吉林省
6140,长白山【拾月特产】参选官,154310,45268.99,381,40,22914,808,吉林省
6141,长春78线丹姐精品水果批发,5478,45207.0,475,65,23803,163,吉林省
6142,朱大胆儿,3433177,45013.2,1560,22,119151,1920,吉林省
6143,跃跃教唱歌（早八点晚七点半）,123218,44776.05,1199,99,7927,769,吉林省
6144,渠道四季贸易,120424,44427.29,271,100,15609,80,吉林省
6145,悦妈厨房,281467,44053.72,981,17,387794,12006,吉林省
6146,富禹水果优选,23755,43834.3,327,38,72834,1473,吉林省
6147,延吉市正日百货商店,25465,43451.85,945,66,16801,611,吉林省
6148,矿叔严选女装,13678,42799.33,420,46,10379,177,吉林省
6149,文文美学课堂,2215441,42755.9,468,24,33224,2973,吉林省
6150,朱大胆儿,3433177,42745.2,1544,23,101879,3319,吉林省
6151,文文美学课堂,2215441,42709.4,534,24,39386,1588,吉林省
6152,国货 优品,1158,42673.48,756,100,878,34,吉林省
6153,成人星宝妈,27908,42628.32,1155,89,5060,75,吉林省
6154,东子特产(晚上6点直播),42822,42614.25,222,27,8988,232,吉林省
6155,长春海鲜塘主,47841,42412.0,385,2,16325,200,吉林省
6156,王柯基,121625,42267.59,767,96,8521,512,吉林省
6157,金麦科技优品,868175,42133.2,427,8,19804,854,吉林省
6158,我叫李艳霞,1161005,41731.74,847,59,70700,1251,吉林省
6159,长春大家乐（果多多）,5927,41315.57,392,21,33013,668,吉林省
6160,我叫李艳霞,1161005,40886.15,876,52,26830,610,吉林省
6161,文文美学课堂,2215441,40867.7,490,23,32491,3360,吉林省
6162,可喜月商贸行,112348,40829.17,2528,46,46394,733,吉林省
6163,修 正时通腋露研究室,27848,40488.17,200,2,4979,114,吉林省
6164,无极县晓诗男装店(直播中),421428,40464.9,426,23,30255,98,吉林省
6165,果然优选_,4681,40304.85,412,26,18766,86,吉林省
6166,杨生音乐,378717,40150.0,15,6,9859,116,吉林省
6167,自信娜娜女装,474870,39581.0,169,32,32716,61,吉林省
6168,我叫李艳霞,1161005,39307.59,734,50,35961,1353,吉林省
6169,大大私服定制,37466,39030.59,794,46,52572,183,吉林省
6170,文文美学课堂,2215441,38902.8,355,24,22239,788,吉林省
6171,松原南姐名品服装店,278555,38554.0,366,48,17037,53,吉林省
6172,民间故事（81难）,882,38356.15,797,96,231,44,吉林省
6173,钱夕夕爱运动,230405,37983.98,1051,19,23422,2500,吉林省
6174,大爽子瘦了五十斤,1576185,37914.0,960,55,44248,1502,吉林省
6175,东北纯棉袜,771754,37868.87,2207,30,67138,2026,吉林省
